0.00000,0.00000,0.00000
0.00343,0.00343,0.00477
0.00686,0.00686,0.00955
0.01029,0.01029,0.01432
0.01373,0.01373,0.01910
0.01716,0.01716,0.02387
0.02059,0.02059,0.02864
0.02402,0.02402,0.03342
0.02745,0.02745,0.03819
0.03088,0.03088,0.04297
0.03431,0.03431,0.04774
0.03775,0.03775,0.05251
0.04118,0.04118,0.05729
0.04461,0.04461,0.06206
0.04804,0.04804,0.06684
0.05147,0.05147,0.07161
0.05490,0.05490,0.07639
0.05833,0.05833,0.08116
0.06176,0.06176,0.08593
0.06520,0.06520,0.09071
0.06863,0.06863,0.09548
0.07206,0.07206,0.10026
0.07549,0.07549,0.10503
0.07892,0.07892,0.10980
0.08235,0.08235,0.11458
0.08578,0.08578,0.11935
0.08922,0.08922,0.12413
0.09265,0.09265,0.12890
0.09608,0.09608,0.13367
0.09951,0.09951,0.13845
0.10294,0.10294,0.14322
0.10637,0.10637,0.14800
0.10980,0.10980,0.15277
0.11324,0.11324,0.15754
0.11667,0.11667,0.16232
0.12010,0.12010,0.16709
0.12353,0.12353,0.17187
0.12696,0.12696,0.17664
0.13039,0.13039,0.18142
0.13382,0.13382,0.18619
0.13725,0.13725,0.19096
0.14069,0.14069,0.19574
0.14412,0.14412,0.20051
0.14755,0.14755,0.20529
0.15098,0.15098,0.21006
0.15441,0.15441,0.21483
0.15784,0.15784,0.21961
0.16127,0.16127,0.22438
0.16471,0.16471,0.22916
0.16814,0.16814,0.23393
0.17157,0.17157,0.23870
0.17500,0.17500,0.24348
0.17843,0.17843,0.24825
0.18186,0.18186,0.25303
0.18529,0.18529,0.25780
0.18873,0.18873,0.26257
0.19216,0.19216,0.26735
0.19559,0.19559,0.27212
0.19902,0.19902,0.27690
0.20245,0.20245,0.28167
0.20588,0.20588,0.28645
0.20931,0.20931,0.29122
0.21275,0.21275,0.29599
0.21618,0.21618,0.30077
0.21961,0.21961,0.30554
0.22304,0.22304,0.31032
0.22647,0.22647,0.31509
0.22990,0.22990,0.31986
0.23333,0.23333,0.32464
0.23676,0.23676,0.32941
0.24020,0.24020,0.33419
0.24363,0.24363,0.33896
0.24706,0.24706,0.34373
0.25049,0.25049,0.34851
0.25392,0.25392,0.35328
0.25735,0.25735,0.35806
0.26078,0.26078,0.36283
0.26422,0.26422,0.36760
0.26765,0.26765,0.37238
0.27108,0.27108,0.37715
0.27451,0.27451,0.38193
0.27794,0.27794,0.38670
0.28137,0.28137,0.39147
0.28480,0.28480,0.39625
0.28824,0.28824,0.40102
0.29167,0.29167,0.40580
0.29510,0.29510,0.41057
0.29853,0.29853,0.41535
0.30196,0.30196,0.42012
0.30539,0.30539,0.42489
0.30882,0.30882,0.42967
0.31225,0.31225,0.43444
0.31569,0.31569,0.43922
0.31912,0.31912,0.44399
0.32255,0.32371,0.44755
0.32598,0.32843,0.45098
0.32941,0.33315,0.45441
0.33284,0.33787,0.45784
0.33627,0.34259,0.46127
0.33971,0.34730,0.46471
0.34314,0.35202,0.46814
0.34657,0.35674,0.47157
0.35000,0.36146,0.47500
0.35343,0.36618,0.47843
0.35686,0.37089,0.48186
0.36029,0.37561,0.48529
0.36373,0.38033,0.48873
0.36716,0.38505,0.49216
0.37059,0.38977,0.49559
0.37402,0.39449,0.49902
0.37745,0.39920,0.50245
0.38088,0.40392,0.50588
0.38431,0.40864,0.50931
0.38775,0.41336,0.51274
0.39118,0.41808,0.51618
0.39461,0.42279,0.51961
0.39804,0.42751,0.52304
0.40147,0.43223,0.52647
0.40490,0.43695,0.52990
0.40833,0.44167,0.53333
0.41176,0.44638,0.53676
0.41520,0.45110,0.54020
0.41863,0.45582,0.54363
0.42206,0.46054,0.54706
0.42549,0.46526,0.55049
0.42892,0.46998,0.55392
0.43235,0.47469,0.55735
0.43578,0.47941,0.56078
0.43922,0.48413,0.56422
0.44265,0.48885,0.56765
0.44608,0.49357,0.57108
0.44951,0.49828,0.57451
0.45294,0.50300,0.57794
0.45637,0.50772,0.58137
0.45980,0.51244,0.58480
0.46324,0.51716,0.58824
0.46667,0.52187,0.59167
0.47010,0.52659,0.59510
0.47353,0.53131,0.59853
0.47696,0.53603,0.60196
0.48039,0.54075,0.60539
0.48382,0.54547,0.60882
0.48725,0.55018,0.61225
0.49069,0.55490,0.61569
0.49412,0.55962,0.61912
0.49755,0.56434,0.62255
0.50098,0.56906,0.62598
0.50441,0.57377,0.62941
0.50784,0.57849,0.63284
0.51127,0.58321,0.63627
0.51471,0.58793,0.63971
0.51814,0.59265,0.64314
0.52157,0.59737,0.64657
0.52500,0.60208,0.65000
0.52843,0.60680,0.65343
0.53186,0.61152,0.65686
0.53529,0.61624,0.66029
0.53873,0.62096,0.66373
0.54216,0.62567,0.66716
0.54559,0.63039,0.67059
0.54902,0.63511,0.67402
0.55245,0.63983,0.67745
0.55588,0.64455,0.68088
0.55931,0.64926,0.68431
0.56275,0.65398,0.68775
0.56618,0.65870,0.69118
0.56961,0.66342,0.69461
0.57304,0.66814,0.69804
0.57647,0.67286,0.70147
0.57990,0.67757,0.70490
0.58333,0.68229,0.70833
0.58676,0.68701,0.71176
0.59020,0.69173,0.71520
0.59363,0.69645,0.71863
0.59706,0.70116,0.72206
0.60049,0.70588,0.72549
0.60392,0.71060,0.72892
0.60735,0.71532,0.73235
0.61078,0.72004,0.73578
0.61422,0.72475,0.73922
0.61765,0.72947,0.74265
0.62108,0.73419,0.74608
0.62451,0.73891,0.74951
0.62794,0.74363,0.75294
0.63137,0.74835,0.75637
0.63480,0.75306,0.75980
0.63824,0.75778,0.76324
0.64167,0.76250,0.76667
0.64510,0.76722,0.77010
0.64853,0.77194,0.77353
0.65196,0.77665,0.77696
0.65686,0.78039,0.78039
0.66222,0.78382,0.78382
0.66759,0.78725,0.78725
0.67295,0.79069,0.79069
0.67831,0.79412,0.79412
0.68367,0.79755,0.79755
