0.00000,0.00000,0.00000
0.00484,0.00306,0.00195
0.00969,0.00613,0.00390
0.01453,0.00919,0.00585
0.01938,0.01225,0.00780
0.02422,0.01532,0.00975
0.02907,0.01838,0.01171
0.03391,0.02144,0.01366
0.03875,0.02451,0.01561
0.04360,0.02757,0.01756
0.04844,0.03064,0.01951
0.05329,0.03370,0.02146
0.05813,0.03676,0.02341
0.06298,0.03983,0.02536
0.06782,0.04289,0.02731
0.07266,0.04595,0.02926
0.07751,0.04902,0.03122
0.08235,0.05208,0.03317
0.08720,0.05514,0.03512
0.09204,0.05821,0.03707
0.09689,0.06127,0.03902
0.10173,0.06433,0.04097
0.10657,0.06740,0.04292
0.11142,0.07046,0.04487
0.11626,0.07352,0.04682
0.12111,0.07659,0.04877
0.12595,0.07965,0.05073
0.13080,0.08272,0.05268
0.13564,0.08578,0.05463
0.14048,0.08884,0.05658
0.14533,0.09191,0.05853
0.15017,0.09497,0.06048
0.15502,0.09803,0.06243
0.15986,0.10110,0.06438
0.16471,0.10416,0.06633
0.16955,0.10722,0.06828
0.17439,0.11029,0.07024
0.17924,0.11335,0.07219
0.18408,0.11641,0.07414
0.18893,0.11948,0.07609
0.19377,0.12254,0.07804
0.19862,0.12560,0.07999
0.20346,0.12867,0.08194
0.20830,0.13173,0.08389
0.21315,0.13480,0.08584
0.21799,0.13786,0.08779
0.22284,0.14092,0.08975
0.22768,0.14399,0.09170
0.23253,0.14705,0.09365
0.23737,0.15011,0.09560
0.24221,0.15318,0.09755
0.24706,0.15624,0.09950
0.25190,0.15930,0.10145
0.25675,0.16237,0.10340
0.26159,0.16543,0.10535
0.26644,0.16849,0.10730
0.27128,0.17156,0.10925
0.27612,0.17462,0.11121
0.28097,0.17768,0.11316
0.28581,0.18075,0.11511
0.29066,0.18381,0.11706
0.29550,0.18688,0.11901
0.30035,0.18994,0.12096
0.30519,0.19300,0.12291
0.31003,0.19607,0.12486
0.31488,0.19913,0.12681
0.31972,0.20219,0.12876
0.32457,0.20526,0.13072
0.32941,0.20832,0.13267
0.33426,0.21138,0.13462
0.33910,0.21445,0.13657
0.34394,0.21751,0.13852
0.34879,0.22057,0.14047
0.35363,0.22364,0.14242
0.35848,0.22670,0.14437
0.36332,0.22976,0.14632
0.36817,0.23283,0.14827
0.37301,0.23589,0.15023
0.37785,0.23896,0.15218
0.38270,0.24202,0.15413
0.38754,0.24508,0.15608
0.39239,0.24815,0.15803
0.39723,0.25121,0.15998
0.40208,0.25427,0.16193
0.40692,0.25734,0.16388
0.41176,0.26040,0.16583
0.41661,0.26346,0.16778
0.42145,0.26653,0.16974
0.42630,0.26959,0.17169
0.43114,0.27265,0.17364
0.43599,0.27572,0.17559
0.44083,0.27878,0.17754
0.44567,0.28184,0.17949
0.45052,0.28491,0.18144
0.45536,0.28797,0.18339
0.46021,0.29104,0.18534
0.46505,0.29410,0.18729
0.46990,0.29716,0.18925
0.47474,0.30023,0.19120
0.47958,0.30329,0.19315
0.48443,0.30635,0.19510
0.48927,0.30942,0.19705
0.49412,0.31248,0.19900
0.49896,0.31554,0.20095
0.50381,0.31861,0.20290
0.50865,0.32167,0.20485
0.51349,0.32473,0.20680
0.51834,0.32780,0.20875
0.52318,0.33086,0.21071
0.52803,0.33392,0.21266
0.53287,0.33699,0.21461
0.53772,0.34005,0.21656
0.54256,0.34312,0.21851
0.54740,0.34618,0.22046
0.55225,0.34924,0.22241
0.55709,0.35231,0.22436
0.56194,0.35537,0.22631
0.56678,0.35843,0.22826
0.57163,0.36150,0.23022
0.57647,0.36456,0.23217
0.58131,0.36762,0.23412
0.58616,0.37069,0.23607
0.59100,0.37375,0.23802
0.59585,0.37681,0.23997
0.60069,0.37988,0.24192
0.60554,0.38294,0.24387
0.61038,0.38600,0.24582
0.61522,0.38907,0.24777
0.62007,0.39213,0.24973
0.62491,0.39520,0.25168
0.62976,0.39826,0.25363
0.63460,0.40132,0.25558
0.63945,0.40439,0.25753
0.64429,0.40745,0.25948
0.64913,0.41051,0.26143
0.65398,0.41358,0.26338
0.65882,0.41664,0.26533
0.66367,0.41970,0.26728
0.66851,0.42277,0.26924
0.67336,0.42583,0.27119
0.67820,0.42889,0.27314
0.68304,0.43196,0.27509
0.68789,0.43502,0.27704
0.69273,0.43808,0.27899
0.69758,0.44115,0.28094
0.70242,0.44421,0.28289
0.70727,0.44728,0.28484
0.71211,0.45034,0.28679
0.71695,0.45340,0.28875
0.72180,0.45647,0.29070
0.72664,0.45953,0.29265
0.73149,0.46259,0.29460
0.73633,0.46566,0.29655
0.74118,0.46872,0.29850
0.74602,0.47178,0.30045
0.75086,0.47485,0.30240
0.75571,0.47791,0.30435
0.76055,0.48097,0.30630
0.76540,0.48404,0.30825
0.77024,0.48710,0.31021
0.77509,0.49016,0.31216
0.77993,0.49323,0.31411
0.78477,0.49629,0.31606
0.78962,0.49936,0.31801
0.79446,0.50242,0.31996
0.79931,0.50548,0.32191
0.80415,0.50855,0.32386
0.80900,0.51161,0.32581
0.81384,0.51467,0.32776
0.81868,0.51774,0.32972
0.82353,0.52080,0.33167
0.82837,0.52386,0.33362
0.83322,0.52693,0.33557
0.83806,0.52999,0.33752
0.84291,0.53305,0.33947
0.84775,0.53612,0.34142
0.85259,0.53918,0.34337
0.85744,0.54224,0.34532
0.86228,0.54531,0.34727
0.86713,0.54837,0.34923
0.87197,0.55144,0.35118
0.87682,0.55450,0.35313
0.88166,0.55756,0.35508
0.88650,0.56063,0.35703
0.89135,0.56369,0.35898
0.89619,0.56675,0.36093
0.90104,0.56982,0.36288
0.90588,0.57288,0.36483
0.91073,0.57594,0.36678
0.91557,0.57901,0.36874
0.92042,0.58207,0.37069
0.92526,0.58513,0.37264
0.93010,0.58820,0.37459
0.93495,0.59126,0.37654
0.93979,0.59432,0.37849
0.94464,0.59739,0.38044
0.94948,0.60045,0.38239
0.95433,0.60352,0.38434
0.95917,0.60658,0.38629
0.96401,0.60964,0.38825
0.96886,0.61271,0.39020
0.97370,0.61577,0.39215
0.97855,0.61883,0.39410
0.98339,0.62190,0.39605
0.98824,0.62496,0.39800
0.99308,0.62802,0.39995
0.99792,0.63109,0.40190
1.00000,0.63415,0.40385
1.00000,0.63721,0.40580
1.00000,0.64028,0.40775
1.00000,0.64334,0.40971
1.00000,0.64640,0.41166
1.00000,0.64947,0.41361
1.00000,0.65253,0.41556
1.00000,0.65560,0.41751
1.00000,0.65866,0.41946
1.00000,0.66172,0.42141
1.00000,0.66479,0.42336
1.00000,0.66785,0.42531
1.00000,0.67091,0.42726
1.00000,0.67398,0.42922
1.00000,0.67704,0.43117
1.00000,0.68010,0.43312
1.00000,0.68317,0.43507
1.00000,0.68623,0.43702
1.00000,0.68929,0.43897
1.00000,0.69236,0.44092
1.00000,0.69542,0.44287
1.00000,0.69848,0.44482
1.00000,0.70155,0.44677
1.00000,0.70461,0.44873
1.00000,0.70768,0.45068
1.00000,0.71074,0.45263
1.00000,0.71380,0.45458
1.00000,0.71687,0.45653
1.00000,0.71993,0.45848
1.00000,0.72299,0.46043
1.00000,0.72606,0.46238
1.00000,0.72912,0.46433
1.00000,0.73218,0.46628
1.00000,0.73525,0.46824
1.00000,0.73831,0.47019
1.00000,0.74137,0.47214
1.00000,0.74444,0.47409
1.00000,0.74750,0.47604
1.00000,0.75056,0.47799
